"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"338"	"mediumpurple3"	TRUE	4.19e-06	105	156	14	0.09	0.133	"KEGG:04659"	"keg"	47	"Th17 cell differentiation"	1	"ENSG00000010610,ENSG00000096996,ENSG00000101096,ENSG00000106799,ENSG00000159216,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000204252,ENSG00000204257,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"	NA
"339"	"mediumpurple3"	TRUE	2.17e-07	46	156	11	0.071	0.239	"KEGG:04672"	"keg"	8	"Intestinal immune network for IgA production"	1	"ENSG00000114013,ENSG00000159958,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000204252,ENSG00000204257,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"	NA
"340"	"mediumpurple3"	TRUE	7.95e-11	94	156	18	0.115	0.191	"KEGG:04640"	"keg"	1	"Hematopoietic cell lineage"	1	"ENSG00000010610,ENSG00000104894,ENSG00000105383,ENSG00000119535,ENSG00000150337,ENSG00000169896,ENSG00000170458,ENSG00000179344,ENSG00000182578,ENSG00000196126,ENSG00000196735,ENSG00000198223,ENSG00000204252,ENSG00000204257,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"	NA
"341"	"mediumpurple3"	TRUE	3.68e-07	28	156	9	0.058	0.321	"KEGG:05310"	"keg"	31	"Asthma"	1	"ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000204252,ENSG00000204257,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"	NA
"342"	"mediumpurple3"	TRUE	0.00981	36	156	6	0.038	0.167	"KEGG:05340"	"keg"	43	"Primary immunodeficiency"	1	"ENSG00000010610,ENSG00000010671,ENSG00000081237,ENSG00000095585,ENSG00000159958,ENSG00000179583"	NA
"343"	"mediumpurple3"	TRUE	3.73e-09	63	156	14	0.09	0.222	"KEGG:05321"	"keg"	45	"Inflammatory bowel disease (IBD)"	1	"ENSG00000096996,ENSG00000137462,ENSG00000150782,ENSG00000178573,ENSG00000179344,ENSG00000187554,ENSG00000196126,ENSG00000196735,ENSG00000204252,ENSG00000204257,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"	NA
"344"	"mediumpurple3"	TRUE	7.53e-06	50	156	10	0.064	0.2	"KEGG:05320"	"keg"	33	"Autoimmune thyroid disease"	1	"ENSG00000114013,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000204252,ENSG00000204257,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"	NA
"345"	"mediumpurple3"	TRUE	2.69e-09	130	156	19	0.122	0.146	"KEGG:05322"	"keg"	21	"Systemic lupus erythematosus"	1	"ENSG00000114013,ENSG00000125730,ENSG00000143226,ENSG00000150337,ENSG00000159189,ENSG00000166278,ENSG00000173369,ENSG00000173372,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000197903,ENSG00000203747,ENSG00000204252,ENSG00000204257,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"	NA
"346"	"mediumpurple3"	TRUE	0.000618	79	156	10	0.064	0.127	"KEGG:04610"	"keg"	16	"Complement and coagulation cascades"	1	"ENSG00000124491,ENSG00000125730,ENSG00000159189,ENSG00000160255,ENSG00000166278,ENSG00000169896,ENSG00000171860,ENSG00000173369,ENSG00000173372,ENSG00000197249"	NA
"347"	"mediumpurple3"	TRUE	2.95e-07	86	156	14	0.09	0.163	"KEGG:05323"	"keg"	15	"Rheumatoid arthritis"	1	"ENSG00000005844,ENSG00000114013,ENSG00000137462,ENSG00000150782,ENSG00000160255,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000204252,ENSG00000204257,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"	NA
"348"	"mediumpurple3"	TRUE	0.0243	12	206	4	0.019	0.333	"REAC:R-HSA-417957"	"rea"	27	"P2Y receptors"	1	"ENSG00000139679,ENSG00000169313,ENSG00000175591,ENSG00000181631"	NA
"349"	"mediumpurple3"	TRUE	1.65e-30	2019	206	116	0.563	0.057	"REAC:R-HSA-168256"	"rea"	12	"Immune System"	1	"ENSG00000005844,ENSG00000010610,ENSG00000010671,ENSG00000011600,ENSG00000012779,ENSG00000015285,ENSG00000019582,ENSG00000026297,ENSG00000030582,ENSG00000051523,ENSG00000070190,ENSG00000076944,ENSG00000081237,ENSG00000082074,ENSG00000086730,ENSG00000095585,ENSG00000095970,ENSG00000096996,ENSG00000100365,ENSG00000100368,ENSG00000100504,ENSG00000101096,ENSG00000101336,ENSG00000103490,ENSG00000104043,ENSG00000104774,ENSG00000104972,ENSG00000104974,ENSG00000105246,ENSG00000105366,ENSG00000105383,ENSG00000110057,ENSG00000110324,ENSG00000111679,ENSG00000112799,ENSG00000114013,ENSG00000117676,ENSG00000119535,ENSG00000119655,ENSG00000121691,ENSG00000123329,ENSG00000123338,ENSG00000124491,ENSG00000125730,ENSG00000128604,ENSG00000130429,ENSG00000130755,ENSG00000131080,ENSG00000134516,ENSG00000135077,ENSG00000137161,ENSG00000137462,ENSG00000137752,ENSG00000140968,ENSG00000141968,ENSG00000142512,ENSG00000142583,ENSG00000143119,ENSG00000143162,ENSG00000143226,ENSG00000150337,ENSG00000150782,ENSG00000154589,ENSG00000155629,ENSG00000159189,ENSG00000159958,ENSG00000160255,ENSG00000161911,ENSG00000163131,ENSG00000165025,ENSG00000165168,ENSG00000166278,ENSG00000166428,ENSG00000167613,ENSG00000167851,ENSG00000168918,ENSG00000169385,ENSG00000169403,ENSG00000169413,ENSG00000169896,ENSG00000170458,ENSG00000170909,ENSG00000171051,ENSG00000171777,ENSG00000171860,ENSG00000172243,ENSG00000172349,ENSG00000173083,ENSG00000173369,ENSG00000173372,ENSG00000174123,ENSG00000174125,ENSG00000174130,ENSG00000179344,ENSG00000179583,ENSG00000180448,ENSG00000182578,ENSG00000186818,ENSG00000187554,ENSG00000196126,ENSG00000196664,ENSG00000196735,ENSG00000197249,ENSG00000198019,ENSG00000198223,ENSG00000203747,ENSG00000204252,ENSG00000204257,ENSG00000204287,ENSG00000213445,ENSG00000223865,ENSG00000231389,ENSG00000235568,ENSG00000241839,ENSG00000242574,ENSG00000254415"	NA
"350"	"mediumpurple3"	TRUE	2.25e-21	1094	206	75	0.364	0.069	"REAC:R-HSA-168249"	"rea"	12	"Innate Immune System"	2	"ENSG00000005844,ENSG00000010610,ENSG00000010671,ENSG00000011600,ENSG00000012779,ENSG00000015285,ENSG00000026297,ENSG00000030582,ENSG00000051523,ENSG00000081237,ENSG00000086730,ENSG00000095970,ENSG00000100365,ENSG00000100504,ENSG00000101096,ENSG00000101336,ENSG00000103490,ENSG00000104043,ENSG00000104774,ENSG00000105383,ENSG00000110057,ENSG00000111679,ENSG00000112799,ENSG00000117676,ENSG00000119655,ENSG00000121691,ENSG00000123329,ENSG00000123338,ENSG00000125730,ENSG00000130429,ENSG00000130755,ENSG00000134516,ENSG00000137161,ENSG00000137462,ENSG00000137752,ENSG00000141968,ENSG00000142583,ENSG00000143119,ENSG00000143162,ENSG00000143226,ENSG00000150337,ENSG00000154589,ENSG00000159189,ENSG00000160255,ENSG00000163131,ENSG00000165025,ENSG00000165168,ENSG00000166278,ENSG00000166428,ENSG00000167613,ENSG00000167851,ENSG00000169385,ENSG00000169403,ENSG00000169413,ENSG00000169896,ENSG00000170458,ENSG00000170909,ENSG00000171051,ENSG00000171777,ENSG00000171860,ENSG00000172243,ENSG00000173083,ENSG00000173369,ENSG00000173372,ENSG00000174123,ENSG00000174125,ENSG00000174130,ENSG00000180448,ENSG00000187554,ENSG00000196664,ENSG00000197249,ENSG00000203747,ENSG00000235568,ENSG00000241839,ENSG00000254415"	NA
"351"	"mediumpurple3"	TRUE	1.58e-05	152	206	16	0.078	0.105	"REAC:R-HSA-168898"	"rea"	12	"Toll-Like Receptors Cascades"	3	"ENSG00000010671,ENSG00000110057,ENSG00000112799,ENSG00000117676,ENSG00000137161,ENSG00000137462,ENSG00000154589,ENSG00000160255,ENSG00000163131,ENSG00000169896,ENSG00000170458,ENSG00000174123,ENSG00000174125,ENSG00000174130,ENSG00000187554,ENSG00000196664"	NA
"352"	"mediumpurple3"	TRUE	0.0345	13	206	4	0.019	0.308	"REAC:R-HSA-1679131"	"rea"	12	"Trafficking and processing of endosomal TLR"	4	"ENSG00000110057,ENSG00000137161,ENSG00000163131,ENSG00000196664"	NA
"353"	"mediumpurple3"	TRUE	0.00388	16	206	5	0.024	0.312	"REAC:R-HSA-5686938"	"rea"	12	"Regulation of TLR by endogenous ligand"	4	"ENSG00000137462,ENSG00000154589,ENSG00000170458,ENSG00000174125,ENSG00000174130"	NA
"354"	"mediumpurple3"	TRUE	4.17e-15	476	206	43	0.209	0.09	"REAC:R-HSA-6798695"	"rea"	12	"Neutrophil degranulation"	3	"ENSG00000005844,ENSG00000011600,ENSG00000012779,ENSG00000026297,ENSG00000030582,ENSG00000051523,ENSG00000081237,ENSG00000100504,ENSG00000103490,ENSG00000104043,ENSG00000104774,ENSG00000105383,ENSG00000111679,ENSG00000119655,ENSG00000121691,ENSG00000123329,ENSG00000123338,ENSG00000125730,ENSG00000130755,ENSG00000134516,ENSG00000137462,ENSG00000142583,ENSG00000143119,ENSG00000143162,ENSG00000143226,ENSG00000160255,ENSG00000163131,ENSG00000165168,ENSG00000167613,ENSG00000167851,ENSG00000169385,ENSG00000169403,ENSG00000169896,ENSG00000170458,ENSG00000170909,ENSG00000171051,ENSG00000171860,ENSG00000173083,ENSG00000180448,ENSG00000197249,ENSG00000235568,ENSG00000241839,ENSG00000254415"	NA
"355"	"mediumpurple3"	TRUE	0.0374	141	206	11	0.053	0.078	"REAC:R-HSA-2029480"	"rea"	12	"Fcgamma receptor (FCGR) dependent phagocytosis"	3	"ENSG00000010671,ENSG00000015285,ENSG00000101336,ENSG00000123338,ENSG00000130429,ENSG00000141968,ENSG00000143226,ENSG00000150337,ENSG00000165025,ENSG00000166428,ENSG00000203747"	NA
"356"	"mediumpurple3"	TRUE	1.1e-07	687	206	40	0.194	0.058	"REAC:R-HSA-1280215"	"rea"	12	"Cytokine Signaling in Immune system"	2	"ENSG00000010610,ENSG00000012779,ENSG00000076944,ENSG00000095585,ENSG00000096996,ENSG00000100368,ENSG00000101336,ENSG00000105246,ENSG00000110324,ENSG00000111679,ENSG00000114013,ENSG00000117676,ENSG00000119535,ENSG00000124491,ENSG00000128604,ENSG00000131080,ENSG00000135077,ENSG00000137752,ENSG00000140968,ENSG00000141968,ENSG00000150337,ENSG00000150782,ENSG00000159958,ENSG00000160255,ENSG00000165025,ENSG00000168918,ENSG00000169403,ENSG00000169896,ENSG00000171051,ENSG00000172349,ENSG00000179344,ENSG00000179583,ENSG00000182578,ENSG00000196126,ENSG00000196735,ENSG00000198019,ENSG00000198223,ENSG00000204287,ENSG00000223865,ENSG00000231389"	NA
"357"	"mediumpurple3"	TRUE	0.000127	464	206	27	0.131	0.058	"REAC:R-HSA-449147"	"rea"	12	"Signaling by Interleukins"	3	"ENSG00000010610,ENSG00000012779,ENSG00000076944,ENSG00000095585,ENSG00000096996,ENSG00000100368,ENSG00000101336,ENSG00000105246,ENSG00000110324,ENSG00000111679,ENSG00000114013,ENSG00000117676,ENSG00000119535,ENSG00000124491,ENSG00000135077,ENSG00000137752,ENSG00000141968,ENSG00000150782,ENSG00000160255,ENSG00000165025,ENSG00000168918,ENSG00000169403,ENSG00000169896,ENSG00000171051,ENSG00000172349,ENSG00000182578,ENSG00000198223"	NA
"358"	"mediumpurple3"	TRUE	0.0499	26	206	5	0.024	0.192	"REAC:R-HSA-449836"	"rea"	12	"Other interleukin signaling"	4	"ENSG00000010610,ENSG00000076944,ENSG00000119535,ENSG00000172349,ENSG00000182578"	NA
"359"	"mediumpurple3"	TRUE	0.000696	44	206	8	0.039	0.182	"REAC:R-HSA-512988"	"rea"	12	"Interleukin-3, 5 and GM-CSF signaling"	4	"ENSG00000095585,ENSG00000100368,ENSG00000101336,ENSG00000111679,ENSG00000141968,ENSG00000165025,ENSG00000168918,ENSG00000198223"	NA
"360"	"mediumpurple3"	TRUE	0.0442	195	206	13	0.063	0.067	"REAC:R-HSA-913531"	"rea"	12	"Interferon Signaling"	3	"ENSG00000111679,ENSG00000128604,ENSG00000140968,ENSG00000150337,ENSG00000169403,ENSG00000179344,ENSG00000179583,ENSG00000196126,ENSG00000196735,ENSG00000198019,ENSG00000204287,ENSG00000223865,ENSG00000231389"	NA
"361"	"mediumpurple3"	TRUE	6.93e-06	90	206	13	0.063	0.144	"REAC:R-HSA-877300"	"rea"	12	"Interferon gamma signaling"	4	"ENSG00000111679,ENSG00000128604,ENSG00000140968,ENSG00000150337,ENSG00000169403,ENSG00000179344,ENSG00000179583,ENSG00000196126,ENSG00000196735,ENSG00000198019,ENSG00000204287,ENSG00000223865,ENSG00000231389"	NA
"362"	"mediumpurple3"	TRUE	5.78e-13	785	206	52	0.252	0.066	"REAC:R-HSA-1280218"	"rea"	12	"Adaptive Immune System"	2	"ENSG00000005844,ENSG00000010610,ENSG00000010671,ENSG00000011600,ENSG00000015285,ENSG00000019582,ENSG00000051523,ENSG00000070190,ENSG00000081237,ENSG00000082074,ENSG00000095585,ENSG00000095970,ENSG00000100365,ENSG00000101096,ENSG00000104972,ENSG00000104974,ENSG00000105366,ENSG00000105383,ENSG00000111679,ENSG00000114013,ENSG00000125730,ENSG00000137462,ENSG00000141968,ENSG00000142512,ENSG00000150337,ENSG00000154589,ENSG00000155629,ENSG00000160255,ENSG00000161911,ENSG00000163131,ENSG00000165025,ENSG00000165168,ENSG00000167613,ENSG00000167851,ENSG00000168918,ENSG00000170458,ENSG00000170909,ENSG00000174125,ENSG00000174130,ENSG00000179344,ENSG00000186818,ENSG00000196126,ENSG00000196735,ENSG00000198019,ENSG00000203747,ENSG00000204252,ENSG00000204257,ENSG00000204287,ENSG00000213445,ENSG00000223865,ENSG00000231389,ENSG00000242574"	NA
"363"	"mediumpurple3"	TRUE	2.31e-05	177	206	17	0.083	0.096	"REAC:R-HSA-198933"	"rea"	12	"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"	3	"ENSG00000005844,ENSG00000011600,ENSG00000095970,ENSG00000104972,ENSG00000104974,ENSG00000105366,ENSG00000105383,ENSG00000125730,ENSG00000142512,ENSG00000150337,ENSG00000160255,ENSG00000161911,ENSG00000167613,ENSG00000167851,ENSG00000170909,ENSG00000186818,ENSG00000203747"	NA
"364"	"mediumpurple3"	TRUE	0.00234	105	206	11	0.053	0.105	"REAC:R-HSA-2132295"	"rea"	12	"MHC class II antigen presentation"	3	"ENSG00000019582,ENSG00000163131,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000204252,ENSG00000204257,ENSG00000204287,ENSG00000223865,ENSG00000231389,ENSG00000242574"	NA
"365"	"mediumpurple3"	TRUE	0.000359	70	206	10	0.049	0.143	"REAC:R-HSA-388841"	"rea"	12	"Costimulation by the CD28 family"	3	"ENSG00000010610,ENSG00000111679,ENSG00000114013,ENSG00000141968,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000204287,ENSG00000223865,ENSG00000231389"	NA
"366"	"mediumpurple3"	TRUE	4.03e-06	24	206	8	0.039	0.333	"REAC:R-HSA-389948"	"rea"	12	"PD-1 signaling"	4	"ENSG00000010610,ENSG00000111679,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000204287,ENSG00000223865,ENSG00000231389"	NA
"367"	"mediumpurple3"	TRUE	0.00779	119	206	11	0.053	0.092	"REAC:R-HSA-202403"	"rea"	12	"TCR signaling"	3	"ENSG00000010610,ENSG00000015285,ENSG00000081237,ENSG00000082074,ENSG00000168918,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000204287,ENSG00000223865,ENSG00000231389"	NA
"368"	"mediumpurple3"	TRUE	4.62e-06	34	206	9	0.044	0.265	"REAC:R-HSA-202433"	"rea"	12	"Generation of second messenger molecules"	4	"ENSG00000010610,ENSG00000015285,ENSG00000082074,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000204287,ENSG00000223865,ENSG00000231389"	NA
"369"	"mediumpurple3"	TRUE	2.38e-05	20	206	7	0.034	0.35	"REAC:R-HSA-202430"	"rea"	12	"Translocation of ZAP-70 to Immunological synapse"	4	"ENSG00000010610,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000204287,ENSG00000223865,ENSG00000231389"	NA
"370"	"mediumpurple3"	TRUE	2.73e-06	23	206	8	0.039	0.348	"REAC:R-HSA-202427"	"rea"	12	"Phosphorylation of CD3 and TCR zeta chains"	4	"ENSG00000010610,ENSG00000081237,ENSG00000179344,ENSG00000196126,ENSG00000196735,ENSG00000204287,ENSG00000223865,ENSG00000231389"	NA
"371"	"mediumpurple3"	TRUE	0.00756	141	206	12	0.058	0.085	"REAC:R-HSA-194840"	"rea"	44	"Rho GTPase cycle"	1	"ENSG00000075884,ENSG00000089639,ENSG00000089820,ENSG00000111348,ENSG00000123329,ENSG00000127084,ENSG00000141968,ENSG00000146192,ENSG00000163219,ENSG00000164691,ENSG00000180448,ENSG00000186517"	NA
"372"	"mediumpurple3"	TRUE	2.73e-06	23	206	8	0.039	0.348	"REAC:R-HSA-5260271"	"rea"	17	"Diseases of Immune System"	1	"ENSG00000010671,ENSG00000137462,ENSG00000154589,ENSG00000170458,ENSG00000174123,ENSG00000174125,ENSG00000174130,ENSG00000187554"	NA
"373"	"mediumpurple3"	TRUE	2.73e-06	23	206	8	0.039	0.348	"REAC:R-HSA-5602358"	"rea"	17	"Diseases associated with the TLR signaling cascade"	2	"ENSG00000010671,ENSG00000137462,ENSG00000154589,ENSG00000170458,ENSG00000174123,ENSG00000174125,ENSG00000174130,ENSG00000187554"	NA
"374"	"mediumpurple3"	TRUE	8.58e-06	11	206	6	0.029	0.545	"REAC:R-HSA-5603041"	"rea"	17	"IRAK4 deficiency (TLR2/4)"	3	"ENSG00000010671,ENSG00000137462,ENSG00000154589,ENSG00000170458,ENSG00000174125,ENSG00000174130"	NA
"375"	"mediumpurple3"	TRUE	3.96e-06	10	206	6	0.029	0.6	"REAC:R-HSA-5602498"	"rea"	17	"MyD88 deficiency (TLR2/4)"	3	"ENSG00000010671,ENSG00000137462,ENSG00000154589,ENSG00000170458,ENSG00000174125,ENSG00000174130"	NA
"376"	"mediumpurple3"	TRUE	0.000179	99	206	12	0.058	0.121	"REAC:R-HSA-1236975"	"rea"	36	"Antigen processing-Cross presentation"	1	"ENSG00000010671,ENSG00000051523,ENSG00000100365,ENSG00000137462,ENSG00000150337,ENSG00000154589,ENSG00000163131,ENSG00000165168,ENSG00000170458,ENSG00000174125,ENSG00000174130,ENSG00000198019"	NA
"377"	"black"	TRUE	0.0494	114	505	13	0.026	0.114	"GO:0060560"	"BP"	25	"developmental growth involved in morphogenesis"	1	"ENSG00000008086,ENSG00000067715,ENSG00000082701,ENSG00000091129,ENSG00000107758,ENSG00000115310,ENSG00000130477,ENSG00000132872,ENSG00000142192,ENSG00000145147,ENSG00000186868,ENSG00000187122,ENSG00000187323"	6.2966488087584
"378"	"black"	TRUE	0.0323	143	505	15	0.03	0.105	"GO:0035637"	"BP"	30	"multicellular organismal signaling"	1	"ENSG00000007168,ENSG00000068305,ENSG00000108797,ENSG00000136531,ENSG00000145349,ENSG00000145362,ENSG00000149575,ENSG00000150995,ENSG00000160014,ENSG00000162989,ENSG00000166257,ENSG00000166862,ENSG00000174469,ENSG00000177628,ENSG00000196876"	6.57380446822319
"379"	"black"	TRUE	0.0316	1149	505	58	0.115	0.05	"GO:0006811"	"BP"	12	"ion transport"	1	"ENSG00000011021,ENSG00000014824,ENSG00000022355,ENSG00000050438,ENSG00000054793,ENSG00000067715,ENSG00000069966,ENSG00000070159,ENSG00000072041,ENSG00000072315,ENSG00000073464,ENSG00000081189,ENSG00000102452,ENSG00000111371,ENSG00000112992,ENSG00000113327,ENSG00000114573,ENSG00000115419,ENSG00000115839,ENSG00000135218,ENSG00000136531,ENSG00000137726,ENSG00000140199,ENSG00000141367,ENSG00000141385,ENSG00000142192,ENSG00000143473,ENSG00000144290,ENSG00000144406,ENSG00000144741,ENSG00000145349,ENSG00000145362,ENSG00000147416,ENSG00000149575,ENSG00000150995,ENSG00000151079,ENSG00000155097,ENSG00000160014,ENSG00000160716,ENSG00000162989,ENSG00000164038,ENSG00000164588,ENSG00000164794,ENSG00000166006,ENSG00000166257,ENSG00000166501,ENSG00000166862,ENSG00000168959,ENSG00000171130,ENSG00000171132,ENSG00000175497,ENSG00000180957,ENSG00000181754,ENSG00000183454,ENSG00000185345,ENSG00000196876,ENSG00000198785,ENSG00000220205"	3.58226947260454
"380"	"black"	TRUE	0.0334	687	505	40	0.079	0.058	"GO:0034220"	"BP"	12	"ion transmembrane transport"	1	"ENSG00000011021,ENSG00000022355,ENSG00000069966,ENSG00000070159,ENSG00000072315,ENSG00000073464,ENSG00000081189,ENSG00000102452,ENSG00000111371,ENSG00000112992,ENSG00000113327,ENSG00000114573,ENSG00000136531,ENSG00000137726,ENSG00000141385,ENSG00000142192,ENSG00000143473,ENSG00000144406,ENSG00000145349,ENSG00000145362,ENSG00000147416,ENSG00000149575,ENSG00000150995,ENSG00000151079,ENSG00000155097,ENSG00000160014,ENSG00000162989,ENSG00000164038,ENSG00000164588,ENSG00000164794,ENSG00000166006,ENSG00000166257,ENSG00000166862,ENSG00000168959,ENSG00000171130,ENSG00000171132,ENSG00000175497,ENSG00000181754,ENSG00000183454,ENSG00000220205"	4.24946812929679
"381"	"black"	TRUE	0.0131	496	505	33	0.065	0.067	"GO:0098660"	"BP"	12	"inorganic ion transmembrane transport"	2	"ENSG00000011021,ENSG00000022355,ENSG00000069966,ENSG00000070159,ENSG00000072315,ENSG00000102452,ENSG00000112992,ENSG00000113327,ENSG00000136531,ENSG00000137726,ENSG00000141385,ENSG00000143473,ENSG00000145349,ENSG00000145362,ENSG00000147416,ENSG00000149575,ENSG00000150995,ENSG00000151079,ENSG00000155097,ENSG00000160014,ENSG00000162989,ENSG00000164588,ENSG00000164794,ENSG00000166006,ENSG00000166257,ENSG00000166862,ENSG00000168959,ENSG00000171130,ENSG00000171132,ENSG00000175497,ENSG00000181754,ENSG00000183454,ENSG00000220205"	4.82210375954714
"382"	"black"	TRUE	0.0227	174	505	17	0.034	0.098	"GO:0050808"	"BP"	38	"synapse organization"	1	"ENSG00000077264,ENSG00000081189,ENSG00000091129,ENSG00000112852,ENSG00000142192,ENSG00000148948,ENSG00000150471,ENSG00000160716,ENSG00000168959,ENSG00000169933,ENSG00000177839,ENSG00000178235,ENSG00000185008,ENSG00000186868,ENSG00000187122,ENSG00000198908,ENSG00000204843"	6.07033568268291
"383"	"black"	TRUE	0.00836	769	505	45	0.089	0.059	"GO:0061024"	"BP"	36	"membrane organization"	1	"ENSG00000006125,ENSG00000006715,ENSG00000029725,ENSG00000054793,ENSG00000067715,ENSG00000068615,ENSG00000073969,ENSG00000078053,ENSG00000082397,ENSG00000082701,ENSG00000085382,ENSG00000091129,ENSG00000102003,ENSG00000107643,ENSG00000109436,ENSG00000115310,ENSG00000115977,ENSG00000116675,ENSG00000116688,ENSG00000125814,ENSG00000131381,ENSG00000132718,ENSG00000132872,ENSG00000137261,ENSG00000141367,ENSG00000145362,ENSG00000152291,ENSG00000155511,ENSG00000156931,ENSG00000159082,ENSG00000161203,ENSG00000165943,ENSG00000166501,ENSG00000166913,ENSG00000169891,ENSG00000170027,ENSG00000174469,ENSG00000176171,ENSG00000180488,ENSG00000185345,ENSG00000197548,ENSG00000198513,ENSG00000204843,ENSG00000220205,ENSG00000241973"	4.54400423817636
"384"	"black"	TRUE	0.0389	200	505	18	0.036	0.09	"GO:0051650"	"BP"	35	"establishment of vesicle localization"	1	"ENSG00000007168,ENSG00000041353,ENSG00000067715,ENSG00000070718,ENSG00000073969,ENSG00000101152,ENSG00000115839,ENSG00000130477,ENSG00000131437,ENSG00000131558,ENSG00000132718,ENSG00000132872,ENSG00000155511,ENSG00000158560,ENSG00000159082,ENSG00000185345,ENSG00000197102,ENSG00000220205"	6.23882923786957
"385"	"black"	TRUE	0.000504	288	505	26	0.051	0.09	"GO:0016311"	"BP"	21	"dephosphorylation"	1	"ENSG00000011485,ENSG00000070159,ENSG00000074211,ENSG00000074590,ENSG00000081189,ENSG00000082458,ENSG00000082701,ENSG00000088179,ENSG00000104643,ENSG00000107758,ENSG00000108389,ENSG00000112293,ENSG00000112319,ENSG00000141425,ENSG00000153233,ENSG00000155093,ENSG00000159082,ENSG00000160014,ENSG00000166913,ENSG00000167220,ENSG00000171735,ENSG00000173482,ENSG00000175175,ENSG00000177628,ENSG00000196090,ENSG00000259431"	5.29228905833648
"386"	"black"	TRUE	0.00299	184	505	19	0.038	0.103	"GO:0006470"	"BP"	21	"protein dephosphorylation"	1	"ENSG00000011485,ENSG00000070159,ENSG00000074211,ENSG00000074590,ENSG00000082701,ENSG00000088179,ENSG00000107758,ENSG00000108389,ENSG00000112319,ENSG00000141425,ENSG00000153233,ENSG00000155093,ENSG00000160014,ENSG00000166913,ENSG00000171735,ENSG00000173482,ENSG00000175175,ENSG00000177628,ENSG00000196090"	5.58191099560609
"387"	"black"	TRUE	0.037	258	505	21	0.042	0.081	"GO:0010506"	"BP"	44	"regulation of autophagy"	1	"ENSG00000051382,ENSG00000100150,ENSG00000104643,ENSG00000107643,ENSG00000114573,ENSG00000115839,ENSG00000116299,ENSG00000116688,ENSG00000123240,ENSG00000131558,ENSG00000147416,ENSG00000150995,ENSG00000153558,ENSG00000155097,ENSG00000164253,ENSG00000171130,ENSG00000176171,ENSG00000177628,ENSG00000185345,ENSG00000186868,ENSG00000197548"	6.50306791713142
"388"	"black"	TRUE	4.79e-06	1194	505	71	0.141	0.059	"GO:0007267"	"BP"	9	"cell-cell signaling"	1	"ENSG00000002746,ENSG00000006125,ENSG00000007168,ENSG00000022355,ENSG00000058091,ENSG00000058335,ENSG00000067606,ENSG00000067715,ENSG00000072657,ENSG00000075073,ENSG00000078053,ENSG00000081189,ENSG00000081842,ENSG00000082458,ENSG00000082701,ENSG00000101152,ENSG00000102003,ENSG00000107758,ENSG00000108852,ENSG00000109756,ENSG00000112293,ENSG00000112852,ENSG00000113327,ENSG00000115839,ENSG00000130477,ENSG00000131558,ENSG00000132718,ENSG00000132872,ENSG00000135631,ENSG00000139174,ENSG00000140199,ENSG00000141367,ENSG00000142192,ENSG00000144619,ENSG00000145242,ENSG00000145362,ENSG00000149575,ENSG00000150995,ENSG00000152822,ENSG00000155093,ENSG00000155511,ENSG00000156299,ENSG00000157152,ENSG00000159082,ENSG00000160716,ENSG00000161203,ENSG00000162989,ENSG00000166006,ENSG00000166257,ENSG00000168959,ENSG00000170027,ENSG00000170579,ENSG00000177839,ENSG00000180720,ENSG00000182621,ENSG00000183454,ENSG00000185345,ENSG00000186868,ENSG00000204963,ENSG00000204965,ENSG00000204967,ENSG00000204969,ENSG00000220205,ENSG00000240764,ENSG00000242419,ENSG00000243232,ENSG00000248383,ENSG00000249158,ENSG00000251664,ENSG00000254221,ENSG00000255408"	4.22868157605703
